Mã,Tên,Tên Tiếng Anh,Cấp,Mã TP,Tình/ Thành Phố,Nghị định
01,Thành phố Hà Nội,,Thành phố Trung ương,,,
16531,Phường Sầm Sơn,,Phường,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16540,Xã Quảng Ninh,,Xã,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16543,Xã Quảng Bình,,Xã,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16549,Xã Tiên Trang,,Xã,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16561,Phường Tĩnh Gia,,Phường,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16576,Phường Ngọc Sơn,,Phường,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16591,Xã Các Sơn,,Xã,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16594,Phường Tân Dân,,Phường,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16597,Phường Hải Lĩnh,,Phường,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16609,Phường Đào Duy Từ,,Phường,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16624,Phường Trúc Lâm,,Phường,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16636,Xã Trường Lâm,,Xã,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16645,Phường Hải Bình,,Phường,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
16654,Phường Nghi Sơn,,Phường,38,Tỉnh Thanh Hóa,Số: 1686/NQ-UBTVQH15; Ngày: 16/06/2025
40,Tỉnh Nghệ An,,Tỉnh,,,202/2025/QH15 - 12/06/2025
40,Tỉnh Nghệ An,,Tỉnh,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16681,Phường Thành Vinh,,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16690,Phường Trường Vinh,,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16702,Phường Vinh Phú,,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16708,Phường Vinh Lộc,,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16732,Phường Cửa Lò,,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16738,Xã Quế Phong,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16744,Xã Thông Thụ,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16750,Xã Tiền Phong,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16756,Xã Tri Lễ,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16774,Xã Mường Quàng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16777,Xã Quỳ Châu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16792,Xã Châu Tiến,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16801,Xã Hùng Chân,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16804,Xã Châu Bình,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16813,Xã Mường Xén,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16816,Xã Mỹ Lý,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16819,Xã Bắc Lý,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16822,Xã Keng Đu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16828,Xã Huồi Tụ,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16831,Xã Mường Lống,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16834,Xã Na Loi,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16837,Xã Nậm Cắn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16849,Xã Hữu Kiệm,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16855,Xã Chiêu Lưu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16858,Xã Mường Típ,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16870,Xã Na Ngoi,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16876,Xã Tương Dương,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16882,Xã Nhôn Mai,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16885,Xã Hữu Khuông,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16903,Xã Nga My,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16906,Xã Lượng Minh,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16909,Xã Yên Hòa,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16912,Xã Yên Na,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16933,Xã Tam Quang,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16936,Xã Tam Thái,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16939,Phường Thái Hòa,,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16941,Xã Nghĩa Đàn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16951,Xã Nghĩa Lâm,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16969,Xã Nghĩa Thọ,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16972,Xã Nghĩa Hưng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
16975,Xã Nghĩa Mai,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17011,Phường Tây Hiếu,,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17017,Xã Đông Hiếu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17029,Xã Nghĩa Lộc,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17032,Xã Nghĩa Khánh,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17035,Xã Quỳ Hợp,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17044,Xã Châu Hồng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17056,Xã Châu Lộc,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17059,Xã Tam Hợp,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17071,Xã Minh Hợp,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17077,Xã Mường Ham,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17089,Xã Mường Chọng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17110,Phường Hoàng Mai,Hoang Mai town,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17125,Phường Quỳnh Mai,,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17128,Phường Tân Mai,,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17143,Xã Quỳnh Văn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17149,Xã Quỳnh Tam,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17170,Xã Quỳnh Sơn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17176,Xã Quỳnh Anh,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17179,Xã Quỳnh Lưu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17212,Xã Quỳnh Phú,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17224,Xã Quỳnh Thắng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17230,Xã Bình Chuẩn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17239,Xã Mậu Thạch,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17242,Xã Cam Phục,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17248,Xã Châu Khê,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17254,Xã Con Cuông,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17263,Xã Môn Sơn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17266,Xã Tân Kỳ,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17272,Xã Tân Phú,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17278,Xã Giai Xuân,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17284,Xã Nghĩa Đồng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17287,Xã Tiên Đồng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17305,Xã Tân An,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17326,Xã Nghĩa Hành,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17329,Xã Anh Sơn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17335,Xã Thành Bình Thọ,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17344,Xã Nhân Hòa,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17357,Xã Vĩnh Tường,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17365,Xã Anh Sơn Đông,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17380,Xã Yên Xuân,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17395,Xã Hùng Châu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17416,Xã Đức Châu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17419,Xã Hải Châu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17443,Xã Quảng Châu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17464,Xã Diễn Châu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17476,Xã Minh Châu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17479,Xã An Châu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17488,Xã Tân Châu,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17506,Xã Yên Thành,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17515,Xã Bình Minh,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17521,Xã Quang Đồng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17524,Xã Giai Lạc,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17530,Xã Đông Thành,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17560,Xã Vân Du,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17569,Xã Quan Thành,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17605,Xã Hợp Minh,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17611,Xã Vân Tụ,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17623,Xã Bạch Ngọc,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17641,Xã Lương Sơn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17662,Xã Đô Lương,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17677,Xã Văn Hiến,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17689,Xã Thuần Trung,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17707,Xã Bạch Hà,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17713,Xã Đại Đồng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17722,Xã Hạnh Lâm,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17728,Xã Cát Ngạn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17743,Xã Tam Đồng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17759,Xã Sơn Lâm,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17770,Xã Hoa Quân,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17779,Xã Xuân Lâm,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17791,Xã Kim Bảng,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17818,Xã Bích Hào,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17827,Xã Nghi Lộc,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17833,Xã Hải Lộc,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17842,Xã Thần Lĩnh,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17854,Xã Văn Kiều,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17857,Xã Phúc Lộc,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17866,Xã Trung Lộc,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17878,Xã Đông Lộc,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17920,Phường Vinh Hưng,,Phường,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17935,Xã Nam Đàn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17944,Xã Đại Huệ,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17950,Xã Vạn An,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17971,Xã Kim Liên,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
17989,Xã Thiên Nhẫn,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
18001,Xã Hưng Nguyên,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
18007,Xã Yên Trung,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
18028,Xã Hưng Nguyên Nam,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
18040,Xã Lam Thành,,Xã,40,Tỉnh Nghệ An,Số: 1678/NQ-UBTVQH15; Ngày: 16/06/2025
42,Tỉnh Hà Tĩnh,,Tỉnh,,,202/2025/QH15 - 12/06/2025
42,Tỉnh Hà Tĩnh,,Tỉnh,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18073,Phường Thành Sen,,Phường,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18100,Phường Trần Phú,,Phường,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18115,Phường Bắc Hồng Lĩnh,,Phường,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18118,Phường Nam Hồng Lĩnh,,Phường,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18133,Xã Hương Sơn,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18160,Xã Sơn Hồng,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18163,Xã Sơn Tiến,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18172,Xã Sơn Tây,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18184,Xã Sơn Giang,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18196,Xã Sơn Kim 1,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18199,Xã Sơn Kim 2,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18202,Xã Tứ Mỹ,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18223,Xã Kim Hoa,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18229,Xã Đức Thọ,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18244,Xã Đức Minh,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18262,Xã Đức Quang,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18277,Xã Đức Thịnh,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18304,Xã Đức Đồng,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18313,Xã Vũ Quang,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18322,Xã Mai Hoa,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18328,Xã Thượng Đức,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18352,Xã Nghi Xuân,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18364,Xã Đan Hải,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18373,Xã Tiên Điền,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18394,Xã Cổ Đạm,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18406,Xã Can Lộc,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18409,Xã Hồng Lộc,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18418,Xã Tùng Lộc,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18436,Xã Trường Lưu,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18466,Xã Gia Hanh,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18481,Xã Xuân Lộc,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18484,Xã Đồng Lộc,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18496,Xã Hương Khê,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18502,Xã Hà Linh,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18523,Xã Hương Bình,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18532,Xã Hương Phố,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18544,Xã Hương Xuân,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18547,Xã Phúc Trạch,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18550,Xã Hương Đô,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18562,Xã Thạch Hà,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18568,Xã Lộc Hà,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18583,Xã Mai Phụ,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18586,Xã Đông Kinh,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18601,Xã Việt Xuyên,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18604,Xã Thạch Khê,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18619,Xã Đồng Tiến,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18628,Xã Thạch Lạc,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18634,Xã Toàn Lưu,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18652,Phường Hà Huy Tập,,Phường,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18667,Xã Thạch Xuân,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18673,Xã Cẩm Xuyên,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18676,Xã Thiên Cầm,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18682,Xã Yên Hòa,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18685,Xã Cẩm Bình,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18736,Xã Cẩm Hưng,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18739,Xã Cẩm Duệ,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18742,Xã Cẩm Trung,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
18748,Xã Cẩm Lạc,,Xã,42,Tỉnh Hà Tĩnh,Số: 1665/NQ-UBTVQH15; Ngày: 16/06/2025
